	product_name	product_review	user_rating
12	Kentucky Brunch Brand Stout	Pouring with a thick viscosity that's damn near reduced balsamic, a blackish-brown gloss begins coating my companion's lips at first sip, like she's gone full goth. A uniform, dark mocha blanket builds over top of the void black body, but that quickly fizzles out, leaving nothing but brown staining legs that coat the glass with a swirl.. Hypnotizing aromas of deep, dark smoky maple swirl into a luscious malt that brings to mind dark cocoa wafer and mocha. A surprising barrel presence graces the nose without any heat, exhibiting a super oaky but dark wet char that's not spicy or overpowering. The bourbon barrel also delivers a lightly sharp toasted coconut scent as it warms.. Intenesly rich and smoky maple flavors are met with a deeply earthy, dark roasted coffee that I don't recall getting as much of in the numerous Mornin' Delight pours and bottles I've had over the years. Raisinets and dark cocoa wafer intermingle with the aforementioned flavors, while a substantial charred oak and bourbon complexity amps KBBS up considerably. The black peppery woodiness adds a mild heat, and the divine maple aftertaste lingers forever, with a nicely warm exhale..  1,536 characters	4.87
13	Kentucky Brunch Brand Stout	This is the beer that I always thought Morning Delight should be - the maple syrup is prominent in the nose and taste, but not so forward and overwhelming that it becomes a bit cloying and unpleasant. The barrel is a bit subdued, but still comes through clearly.. KBBS is a once in a lifetime beer that I am sure I'll be chasing for a while now. As I shared this bottle with five friends, I only received about a two ounce pour - which I nursed for a bit and smelled more than tasted. It's so sweet that I think it is best enjoyed as well - let it warm up, let the oily texture because a little more fluid. It's a tremendous beer and best enjoyed very slowly.	5
14	Kentucky Brunch Brand Stout	A buddy of mine called me one night and said that I needed to come over and try this new beer he found. Man am I glad I did because it was and is the best stout I have ever had!	5
15	Kentucky Brunch Brand Stout	its always an occasion to drink what is deemed on this website to be the best beer in the world. regardless of what one may think about how such rankings are figured, it is a treat to say the least. i remember when i was heady and westy 12 before that, times have changed! after a couple of narrowly missed opportunities to drink this one over the years, my man drlovemd87 came through in the clutch with this rarest of the rare bottle. my pour is as thick as paste, slick and black like crude oil, and without hardly any head to it, near still in appearance, shiny, almost gelatinous looking. the aroma and flavor are intense but unfortunately (to me) familiar, i wanted this to be strikingly different, at least from a quality standpoint, and as good as it all is, its not head and shoulders above all else, it might not even be my favorite barrel aged coffee stout i have had this year (shhh). a few things are immediately obvious to me. the first is that whatever barrels these were, they seem to have housed some excellent whiskey. its not more or less of it, nothing about the oak profile specifically, but the bourbon character itself seems obviously better than most of what else is out there, this i will grant. the second thing, is that saying something like this is objectively better than something else in its category that is notable and near perfect and all of that, is highly problematic, approximations and cloudy memories and nothing more than opinion. factually, this isnt that much better than any number of great beers in its field, and i will stand by that. i cant spend the whole time drinking this thinking about the merits of a ratings system i dont control or other beers i like better though, that would be a foolishly wasted opportunity to enjoy quite literally the best. its full of rich bourbon, heavy vanilla and maple syrup qualities, even the texture of maple syrup, tons of barrel char and earthy burnt dark grain and chocolate, and a well integrated high end coffee profile as well, in some ways quite simple, but impossibly mature and nuanced, enhanced magically by the whiskey, and with lingering sweet, bitter, raisin, cocoa, and bourbon character. its as good as they say it is, that is not my comment. my comment is that others are at this level too. i am enormously thankful to have been able to drink this one, especially without having to pay the absurd secondary market prices this is fetching. if you are considering dropping some coin for this on a forum or whatever, i would reconsider, not that this isnt awesome, but its likely that your local bottle shop or brewery has something comparable...	4.55
16	Kentucky Brunch Brand Stout	Love the huge maple up front with balanced whiskey, subtle coffee, dark cocoa; semisweet, wee cinnamon, big whiskey, the coffee is superb. Yet bitter, bold, and some plum, too for flavors; luscious, creamy mouthfeel that lasts and lasts; bitter, sweet, whiskey, roasty finish.	4.93
17	Kentucky Brunch Brand Stout	Jet black with minimal head and a shiny oily luster. The nose and taste is big coffee upfront and settles into more of a Maple and Bourbon focus as it warms, however all three of the Coffee, Maple, and Bourbon remain throughout and interact well as it warms. The mouthfeel is an absolute 5 from the chilly beginning though the warm finish, with smooth sticky oil-like viscosity. Easily meets the hype, never had better!	4.99
18	Kentucky Brunch Brand Stout	Batch 3 (2016), Bottle #882. 12 oz bottle split three ways into TG tulips.. Upon opening, immediate maple syrup aromas fill the area. Pours a jet black, oily body with a small brown head that reduces quickly. The surface has a slick and oily texture.. Once in the glass the aromas intensify, with some coffee and bourbon coming through now, but maple syrup still dominates. It's odd, this smells more like maple syrup that actual maple syrup. Not artificial in the least bit..  937 characters	5
19	Kentucky Brunch Brand Stout	"2016 batch poured into a TG tulip.
Upon opening, maple just filled the room. Tons of maple.
Look is super viscous. Motor oil like. Opaque black. Coats the glass.
Taste is all maple up front and then finishes with a coffee flavor that I found to be a touch astringent. Faded as it warmed though.
Feel was super thick, viscous body. Coated my mouth and lingered.
Overall, this is one of the best beers I’ve ever had. Simply amazing flavors with the maple and coffee working together while maintaining balance."	4.9
20	Kentucky Brunch Brand Stout	Incredible. Really exceptional. Most certainly the best smelling beer I've ever had. My buddy kept the bottle and it still smells like we just opened it, months later. Fills the room. Mouthfeel is thick and fudgy, espresso notes with that amazing maple and cocoa. Can't wait to drink my other one!	5
21	Kentucky Brunch Brand Stout	Wow. More than lucky to be able to split a bottle of this with their own brewmaster! Lives up to the hype, the flavors keep changing in your mouth and you taste a whole buffet of breakfast, bourbon barrel adds some sweetness. Sticky and coats your mouth and throat and the taste lingers for a long time. TG creates some magnificent beers.	4.9
22	Kentucky Brunch Brand Stout	L: Dinosaur blood with a chocolate milk head. Ultra thick lacing with great legs like T-Swizzle.. S: Coffee, chocolate, maple, and whiskey (nothing new here, just basically copying and pasting what everyone else says). Once you pop the waxed top, the smell of good old fashioned Walmart-style American breakfast wafts throughout the room, lingering for hours to remind you of its greatness, cancelling out all other scents in the air like a heavenly beer Febreze.. T: Imagine a chewy, whiskey-dipped brownie corner -chased with a shot of maple syrup infused roasted coffee- that assaults your palate with a heavy, sugary sweetness that brings you back to the warm and blissful memories of childhood. This is Mornin' Delight elevated to god-tier status with the help from a little time spent in whiskey barrels. The result is sinfully divine..  1,845 characters	4.95
23	Kentucky Brunch Brand Stout	This beer turned out to be everything I wanted it to be. Great maple and coffee nose. Mouthfeel was viscous and coated the inside of my mouth, carrying those maple and coffee flavors with it. Delicious	4.71
24	Kentucky Brunch Brand Stout	Huge maple aroma right out of the gate and a vicious, dark pour. Maple dominates the nose but chocolate, barrel, and some coffee see also present. The mouth feel is massive and coats the mouth for days with adequate carbonation. It all makes for an impressive experience, but the taste falls well short of world class. There is a sour note that I also found in Mornin Delight. Some reviews have described it as coffee bitterness, but that's not what I get. It tastes like an off flavor. Since I've tasted the same thing twice I'm quite sure this isn't just a bad bottle. I'm not a fan of MD and the barrel aged version doesn't cover over the flaws.	4.31
25	Marshmallow Handjee	Tastes like burnt Vanilla Coke aged in gasoline barrels.. I love a boozy stout. I love adjuncts. And I like when they’re made with concern for tastebuds, not just for how extreme of a flavor they can get out of it.. Hard pass!	3.77
26	Marshmallow Handjee	Tastes like a barbeque pork chop dipped in vanilla icing. I do not understand this beer or the hype. I will not be hunting any more dark lord variant. Pass.	3.88
27	Marshmallow Handjee	Jet black pour, dark tan head. The base Dark Lord aromas plus heavy vanilla and some oak. Wow.. The vanilla is really forward on the taste, which enriches the flavors of the base beer. This is truly world class, IMHO.	4.74
28	Marshmallow Handjee	Split the 2018 version with 2 friends. I'll blame the perpetual hype but IMHO this was just a pretty good vanilla stout. Not 5 times better than FO, certainly not 2-3 times as good as Henna marshmallow. Yes the vanilla balance was perfect but honestly it started to wobble a bit as it warmed up. Not worth the price tag, hoping for a different variant this year.	4.42
29	Marshmallow Handjee	2017 vintage; drank 6/2/17 @ Harvest Hop Haus.. Bottle 538 of 1227.. Black appearance..  405 characters	4.92
30	Marshmallow Handjee	For purposes of the review, both 2017 and 2018 were sampled together.. Appearance - The beer had the vicious blackness of Dark Lord.. Smell - The 2018 had more sweet chocolate marshmallow. 2017 leaned more Earthy and dry but still had an overall sense of sweetness..  799 characters	5
31	Marshmallow Handjee	"L: pours thick and pitch black with no head
S: marshmallow, vanilla, chocolate and barrel. Mighty fine
T: just like the nose and all in harmony
F: smooth, thick and creamy
O: world class"	4.9
32	Marshmallow Handjee	2018 vintage. About six months from bottling.. A: Pours jet black with a thick ring of dark brown, espresso-like head. No lacing and average retention.. S: Suuuuper rich dark chocolate, blackstrap molasses, vanilla bean, dry oak barrel and cinnamon, and light bourbon. A little bit of cardboard. A very brawny BA stout..  1,190 characters	4.35
33	Marshmallow Handjee	Can cross this whale off the list! Mouthfeel on this beer is outstanding. If you have a chance to sample or get this beer I highly recommend it for sure!	4.94
34	Marshmallow Handjee	750 into a fff teku. l- looks great, thick and black. nice half inch head. s- aroma is off the charts! great vanilla and chocolate! vanilla never smelling artificial.  536 characters	4.96
35	Marshmallow Handjee	"Smells great, mouthfeel great.
Sweet sweet sweet. It is delicious. But i found, though delicious, it might be objectionable to drink a full glass due to the level of sweetness. I didn't get any barrel, mostly residual sugars. Nice beer, I don't find it elite."	4.59
36	Marshmallow Handjee	2018 bottle(silver wax). The hype is real! Been wanting this for as long as I can remember. Glad I finally got a chance to try a hefty pour at a nice share. It stole the show around a bunch of BIG beers. It’s crazy how much this tastes like toasted marshmallow fluff. Zero heat, and smooth as hell.	4.99
37	Marshmallow Handjee	Everything I love about barrel aged stouts. Thick, oily, coats the glass. Smells sweet, but not overly so. The taste follows with sweetness, barrel oak/vanilla flavors. Not overly sweet, with enough heat to balance it perfectly. (2017 Handjee)	4.94
38	Marshmallow Handjee	My review is for the 2018. I had it as a sample several times at DLD. It is an great beer but not exceptional. To me it was a little sweet and lacked the complexity and robust flavor of Chemtrailmix. I think 18' FVM was better as well.	4.32
39	Marshmallow Handjee	The beer pours a sludgy Pitch Black with a medium sized khaki head. It has low carbonation. The beer smells of vanilla beans, marshmallows, bourbon, and molasses. It tastes of vanilla beans, marshmallows, caramel, light bourbon, and molasses. The feel is medium and not too sweet. A great barrel aged stout, in just thrown off because it’s not nearly as thick as the base beer.	4.79
40	Marshmallow Handjee	"My own personal white whale. Never thought I would have the ""ammo"" to land it, but finally everything fell into place and it was in my hands. I went old school, getting a bottle of Bourbon Barrel Aged Vanilla Bean Darklord from 2012. Bottle #755/934. Poured black with a smidge/ring of tan bubbles around the edges. Vanilla fills the nostrils. Now I've heard people talk that this beer tastes like marshmallow. I've also had other beers people describe as marshmallow, but to me the flavor was not there. Here is a beer that is truly a liquid marshmallow flavor experience. Not only is that the flavor, but it coats the mouth and ""stays for days"". Supposedly, this is also a 15% beverage, but there isn't a trace of alcohol in this beer. Was it worth it? As I am a lover of the sweet brews, it sure was."	5
41	Marshmallow Handjee	This is hot, but full of marshmallow, vanilla, bourbon, and big dark malts; solid mouthfeel. But I want so much more from the body and flavors; such a hot, yet creamy finish. The nose is the best. Great to try.	4.54
42	Marshmallow Handjee	"2017 bottle, kept at ~45F since release.. Bourbon and sticky caramel on the nose.
Taste is bourbon, sugar, vanilla, and chocolate with a fantastic lingering sweetness that coats your mouth. Just insanely good!"	5
43	Marshmallow Handjee	2017 Bottle, Split just two ways :-). This beer lives up to the hype. Pours super viscous black and delivers with a full flavor cascade of fudgy vanilla bourbon dark lord that coats the mouth and makes one inevitably smile.	4.83
44	Marshmallow Handjee	2016 bottle poured into a Dark Lord Teku. Split three ways. Thank you Ryan for sharing this beast!. Pours an opaque black body with a small brown head that reduces to leave a ring of retention and a little lacing. Sticks to the glass upon swirling.. Aromas are potent and come through more intense as this beer warms. Vanilla beans and milk chocolate are prominent, bourbon, a tad bit boozy but in a great way. On the tongue is straight vanilla, chocolate covered marshmallows, rocky road fudge. Mouthfeel is rich and thick, especially as it warms..  631 characters	4.88
45	Marshmallow Handjee	"2016 bottle poured into a teku.
Very opaque black and thick looking upon pouring. Coats and clings to the glass.
Aroma is tons of vanilla bean and some booze. Bourbon is present for sure.
Taste was straight bourbon vanilla bean but the beer was very balanced and not overly boozy. As this warmed, the bottom of the glass got even better as the vanilla popped more.
Feel was thick. Very viscous, as expected. Coated the tongue and mouth and lingered.
Overall, this lived up to the hype and then some. Just an outstanding and delicious beer!"	5
46	Marshmallow Handjee	Vintage 2014: The beer has developed quite nicely and has evolved into almost a flavor profile that resembles a spirit. Absolutely stellar.. Vintage 2017: True to its name, the flavor is sweet like marshmallows. Thick mouthfeel. Overall, a very well rounded beer.	4.78
47	Marshmallow Handjee	"2016 at a Vanilla Share served in tulip 4oz sampler. Look: Pitch black and no head, very motor oil look
smell: Big boozy bourbon fallowed by sweet vanilla and a finish of marshmallow
taste: marshmallow covered in vanilla dipped in bourbon... honestly its a huge marshmallow taste with big backing of vanilla and bourbon.
feel: holy shit this is a big beer, super thick, silky, motor oily... this beer lingers like no other.. Overall; one of the single best beers ive ever had, no were near over rated"	4.75
48	Marshmallow Handjee	"2017
Pours pitch black in the glass. Nose is bourbon, dark fruits, some vanilla on the nose, but not huge. Taste follows the nose, candied sugary dark fruits, vanilla is there but again, not huge. It develops more as it warms. Bourbon and oak are present but they are not at the forefront of the beer. They are blended down into the beer. Mouthfeel is creamy, smooth, lingers. Overall, the vanilla on this is not as big as I was hoping. It doesn't stand out and make you feel its presence like you would expect. I'm slightly disappointed, but I guess expectations and hype can't always win out. But there's no question this is a world class beer. 4.6. 2013 Bottle 380 of 711 Drank 4/15/18
Pours pitch black with a fizzy cola head that flames out quickly. Nose is rich toasted marshmallow, chocolate fudge, spicy barrel notes, alcohol . Taste hits the nail, wow, this IS NOT infected. Sweet, burnt sugar, creme brûlée crust, vanilla starts in the background and builds on your palate, toasted marshmallow, some dark fruits coming through, little bit of oak, warm bourbon. Feel is silky smooth. Overall, this is what I hoped Handjee would be when I tried the 2017. The vanilla, toasted marshmallow just goes on for days. Aged to absolute perfection. Not too sweet or cloying. Simply awesome. 4.75+. 2018 Multiple tap pours.
Pours pitch black with quickly dissipating thin mocha colored head. Swirl leaves gold stains and alcohol legs on side of glass. Nose is sweet vanilla, oak, dark fruits, brown sugar. Taste is chocolate, bourbon, wood, sweet roasted marshmallow wafts across your palate. Viscous, syrupy mouthfeel. Just an amazing beer. Tops 2017 easily as much bigger vanilla presence. 4.75+"	4.75
49	Marshmallow Handjee	2013 batch. I was a little concerned given the infection talk, but clearly no issues with this one.. L- Jet black, not a lot of head.. S- Solid vanilla with some bourbon. Sweet marshmallow as well..  583 characters	4.55
50	Hunahpu's Imperial Stout - Double Barrel Aged	This one pours a fairly dark black color, with a small head, and a little bit of lacing.. This smells like heavy roast, pepper spice, rum spice, cocoa powder, oak, dark fruit, smoke, and espresso.. Both barrels don't necessarily come through here - it's more smokey rum than anything else. I'm not sure I actually get any apple brandy. There's a decent amount of pepper, and a touch of cinnamon, and a definite big helping of chocolate. There's some tobacco and smoke too, as is kind of common with this brewery. There's a touch of molasses syrup on the back end, too..  784 characters	4.09
51	Hunahpu's Imperial Stout - Double Barrel Aged	Pours motor-oil black with minimal head. Nose is seriously off, like a cross between an ashtray and burnt sesame candy. Booze is there, too, but largely overpowered. Taste is extremely muddled. Peppery spice, smokiness, minimal barrel presence, with a lot less sweetness than expected from the rum/apple brandy combo. Flavors blend much more pleasantly in the taste than the smell, the mouthfeel is pleasantly thick, but overall this was a real letdown.	3.8
52	Hunahpu's Imperial Stout - Double Barrel Aged	B2, shared amongst friends.. Black, opaque, mocha froth head.. Aroma has booze, spicy cinnamon, vanilla and roasted malts..  457 characters	4.26
53	Hunahpu's Imperial Stout - Double Barrel Aged	Appearance - The beer poured a silky black color with a dark mocha colored head.. Smell - The nose was the of a sweet barrel aged stout. The booze and cinnamon are noted, but not the heat.. Taste - At the front, my first impression was black licorice. It was not nasty black licorice, since it was balanced by chocolate syrup, coconut, and dry green apple. My disappointment was that the pepper spice of the base beer was gone. There was a hint of cinnamon, but little heat. The barrel notes become more pronouned as it warms, particularly the apple brandy..  741 characters	4.6
54	Hunahpu's Imperial Stout - Double Barrel Aged	This is such a big beer and there is so much going on, it is great, but you can only consume about 4 oz before you're done or you get diabetes. Let's calm down on the ratings a little bit	4.01
55	Hunahpu's Imperial Stout - Double Barrel Aged	2016 batch (#2) reviewed.. Hunahpu's is one of those beers that I loved the very first time I tried it, and I've been chasing that dragon ever since... unsuccessfully, as it turns out.. I've been lucky enough to try Barrel-aged Huna twice now - once at Great American Beer Fest, and for a second time when I won a bottle in a charity raffle. As it turns out, I drank my BA Huna alongside of Double Barrel Huna, expecting that I would be blown away by the Double Barrel... in fact, it was the exact opposite experience..  1,564 characters	4.2
56	Hunahpu's Imperial Stout - Double Barrel Aged	Black color with dark mocha head. Aroma is really spice forward with lots of cinnamon, rum and booze. Taste is desserty with fudge, chili, cinnamon and some heat on the finish. Full bodied, smooth mouthfeel. Quite nice but not such a huge step ahead of the regular.	4.55
57	Hunahpu's Imperial Stout - Double Barrel Aged	Tasted from bottle. Pours black with beige head. Tasted against regular 16 Huna and 17 Bourbon BA Huna. Aroma of cinnamon, rum, almost a little nutty, some fruity notes and apple. Moderate to heavily sweet with mild bitterness. Lots of cinnamon, caramel, toffee, some chocolate and finishes with a moderate chili burn. You do get some rum barrel sweetness and just a hint of brandy. More intense and complex than the Huna and Bourbon Huna. Excellent!	4.68
58	Hunahpu's Imperial Stout - Double Barrel Aged	Pours a jet engine oil dark body with a mocha-hued head. The cacao and spice come aromas are strong, along with the booziness from the brandy and rum barrels. The taste is like no other stout I've had. Brandy and rum blend together nicely to add some complexity to the richness of the nibs. The chiles and cinnamon are very noticeable as well, but are balanced out by the chocolate and alcohol so it's never too overpowering. The chocolate and vanilla thicken this beer, and the heat of the chiles and brandy/rum leave a nice heat. Phenomenal beer that deserves the praise it's received.	4.99
59	Hunahpu's Imperial Stout - Double Barrel Aged	Pours one shade shy of black with not head, just a tight band around the shoulders. Nose reveals chocolate, peanut butter and a hit of cinnamon. Taste follows nose. Mouthfeel is light-medium in body with a mild, even carbonation, a hit of heat and a kiss of acidity. All and all a nice beer but I don't get too much of the barrel.	4.23
60	Hunahpu's Imperial Stout - Double Barrel Aged	Pours a thick, oily pitch black coloration with a small, creamy head. The beer downright sticks to the glass as you swirl it, leaving a short-lived film of dark beer and white lace. Smell is somewwhat subdued, pretty underwheming compared to the taste. Cinnamon is most noticeable, with a sort of odd earthy, musty, woody aroma being pretty dominant as well. Perhaps a hint of coconut there. Taste is quite complex, lots of chocolate and rum noticeable at first, with a decent bit of cinnamon and vanilla coming through as well. The chili really grows as you drink and the beer warms. Quite noticeable in the aftertaste in a really pleasant way. Quite a bit of warm boozyness there as well, but very smooth and mellow at the same time. Mouthfeel really is fantastic, very thick, sticky, almost oily and very smooth. I was considering waiting for CBS for my 100th review, but I think this one will do nicely. The barrel-aging really did wonders to the quite overrated Hunapuh here, adding a certain complexity from the brandy and rum notes along with making the chili stand out more and generally mellowing out the beer, creating a richer harmony. Still smells really weird though.	4.35
61	Hunahpu's Imperial Stout - Double Barrel Aged	"Very Dark brown with a tan head. It appeared to be less thick on the pour particularly compared to Man Bear Pig which we had drank before this beer.
Boozy on the nose but not over powering which is just the way it finishes. Malt chocolate, slightly spicy, sweet molasses but not overly sweet. I liked the balance in flavors.. T- Kind of weird (not saying that's bad). It's mostly chocolate (mix of milk and dark like the smell) with some chili heat on the finish. Every now and then, I get hints of dark sugars and a bit of green apple. . F- Medium feel. A little booze burn. Could be thicker and richer. .  809 characters"	4.64
62	Hunahpu's Imperial Stout - Double Barrel Aged	Poured into a tulip glass via bottle (2016 Edition). color is a mocha brown with tan foam. smell is rum, cinnamon, Chilies and chocolate.  378 characters	4.66
63	Hunahpu's Imperial Stout - Double Barrel Aged	This review is for batch 2.. L- Similar to most stouts. Dark brown to black with a mocha head. Started around a finger on the initial pour, faded to a thin ring that lingered. Medium-thin pour.. S- Blend of dark and milk chocolate. Some molasses and chili. Every now and then, I get a little bit of green apple from the brandy..  811 characters	4.36
64	Hunahpu's Imperial Stout - Double Barrel Aged	With so much talk about this being a disappointment This beer was fantastic. Has a slight chili smell. This is some chili up front followed by nice barrel flavor.some spice comes through and had a rich body. Overall really delicious.	4.44
65	Hunahpu's Imperial Stout - Double Barrel Aged	Thanks much to chicagopubcrawler for making this one happen.. Was worried about the b2 releases. This one in my opinion doesn't follow the poorer reviews.. A beautiful stout. Not a big pop off the cap but the pour has a nice thick lacing. Smell is perfect chocolate. No spice just perfect refined chocolate..  844 characters	4.71
66	Hunahpu's Imperial Stout - Double Barrel Aged	"Batch 2, snifter, shared with my brother. L: black, oil, quarter inch brown head that sticks around for a minute or so
S: molasses, Brandy, RUM, cocoa, really hits the nose nice
T: Cocoa and vanilla hit, quickly followed by the barrel character. There's a nice combination of the rum and the Brandy character. Definitely booze, but I think it's drinking Really well right now. The Finish is very much chili's which stay with you as you take more sips. Absolutely delicious
M: medium mouth feel, would have loved a little more thickness, but only a small knock here
O: absolutely world class, the smell continues to carry through, and as the beer warms you really get very nice barrel character, black strap molasses, vanilla/cocoa, and all the chili's on the end.
World Class, and drinking great"	4.73
67	Hunahpu's Imperial Stout - Double Barrel Aged	"2016 vintage
750ml bottle poured into a balloon glass. A- pours pitch black in color with a thin head that disappears almost immediately, leaving nothing behind. S- aroma opens with roasted coffee that gives out lots of green bell pepper notes, as well as some earthy notes. The barrel notes are prominent, with apple brandy popping through and providing notes of green apple peel. The rum gives aromas of brown sugar and molasses. Undertones of cinnamon, vanilla, cocoa and chilies.  1,113 characters"	4.64
68	Hunahpu's Imperial Stout - Double Barrel Aged	Not sure if I got it from someone who did not keep it well but I would say it's extremely overhyped. Way too smokey which overtook the cinnamon. Tasted like bad crab apples which came from the slight cinnamon and apple brandy.	3.96
69	Hunahpu's Imperial Stout - Double Barrel Aged	"B2. Not having tried the elusive first batch, I can't comment on whether the second batch is actually inferior compared to the original. Given the way it tastes, however, I'm willing to bet that the second batch isn't so much the shadow of its predecessor that people claim it to be, but its perceived mediocrity is a result of the evolution of the craft beer market and the trends that have changed since the original ""DB Huna"" graced this earth almost three years ago and shocked all those that were lucky enough to try it.
⠀⠀⠀⠀⠀
Perhaps I'm becoming further and further estranged from my adopted American roots, but since trying the original Hunahpu on the Mexican Stout special and drinking the Double Barrel, I've come to wonder how a beer with such flagrant flavors and characteristics has achieved what seems to be universal acclaim among its drinkers. ⠀⠀⠀⠀⠀
⠀⠀⠀⠀⠀
Whereas the mix of cinnamon, spicy vanilla, and dry chili spices seem to elicit an aroma familiarly recognizable as ""oriental medicine"" or ""chinese liquorice,"" these flavors--correct me if I'm wrong--aren't a mix frequently found together in North American cuisine, yet oddly it seems that most that try it seem to be able to appreciate or even confess to liking it.
⠀⠀⠀⠀⠀
Maybe it's the #whalezbro effect, or maybe it's because all those unique flavors have been expertly melded into a thick 11% ABV sludge, but there are bound to be those that find this brew repulsive due to a personal aversion of one of its many pungent and exotic flavors; case in point, almost nobody who claims that this brew smells or tastes like oriental medicine profess to be particularly fond of oriental medicine, yet everyone seems to agree that this is a phenomenal brew.. Occam's razor would probably dictate that the superior flavor integrity of the base beer, removed from all the added adjuncts, is the reason for this possible anomaly; or perhaps that the combination of the said adjuncts with the base is what makes the otherwise repugnant flavors desirable. Yet when people tend to point out what is or has been most memorable about beers like these, the credit almost always seems to be given to the adjuncts rather than the base. God I'd make a shitty philosopher..  3,561 characters"	4.4
70	Hunahpu's Imperial Stout - Double Barrel Aged	From bottle into Huna chalice.. Appearance was extremely dark with no foam head except for ring around edge of glass. Initially, smell was of brandy, some rum, along with chocolate and light cinnamon. Initial taste while cold was primarily brandy. Chcocolate and cocoa was most pronounced, with very little cinnamon. As it warmed, the chocolate stayed but rum barrel note really came out in a big way. This beer had tons of barrel character. Mouthfeel was medium for a BA stout.. Overall, a high end beer with tons of barrel character that changes the taste as it warmed. I am typically not a fan of regular Huna but this beer was tranformed by the barrel ageing into an exceptional brew.	4.43
71	Hunahpu's Imperial Stout - Double Barrel Aged	"Review is of b1
Look: Almost a jet black, and pours thick as oil. Hugs the side of the glass. Has the thickest appearance of any beer I have had
Nose: Some heat with a sweet backbone. A slight smell of peppers with cinnamon more pronounced
Taste: So many waves of flavor. The apple brandy and rum work in perfect harmony. Almost no burn from the peppers is left. What is there is more the ancho than the pasilla. Super chocolatey and decadent.
F: Probably the thickest beer that I have had, even after a few years.
O: I'm not a huge fan of Huna, but this takes the beer to a whole new level. Easily one of the best beers I have ever had as everything seems to work together in perfect harmony. I never got to try this beer fresh, but it is holding up incredibly well. Although, I'm not sure it will improve much past where it is now."	4.94
