	Date	user_id	comments
31	June 11, 2019 6:59PM	carnaught	I think our wonderful legislators should have to deal with health insurance that we peons have had to.
32	June 11, 2019 7:29PM	rayainsw	""" Your first RMD must be taken by April 1 of the year after you turn 70½.""
- Ray
Turning 70 and a half next year . . ."
33	June 11, 2019 7:40PM	kyfdx	Don't wait until the next year.... you'll have two RMDs that year. No grace period on the 2nd year.
34	June 11, 2019 8:12PM	rayainsw	"Agree - from a tax perspective...
- Ray
Plan to take my 1st RMD next year."
35	June 11, 2019 8:16PM	stickguy	lots of people screw up that first one. you can take it before 1/1 to spread them out into 2 different tax years. But once you wait until 4/1 you have to get the second one too by 12/31.
36	June 11, 2019 9:07PM	mjfloyd1	Is RMD a required minimum distribution?
37	June 11, 2019 9:26PM	stickguy	yes.
38	June 11, 2019 10:07PM	corvette	As opposed to RWD. 
39	June 11, 2019 10:12PM	corvette	We’re at 3100 pages of CCBA discussion. My first car had a GM 3100 V6. That engine didn’t have the following that the 3800 did, but you could hear the pushrods thrashing around just as well. 
40	June 11, 2019 11:58PM	ab348	I never liked the 2800/3100/3400 series of engines. They all had a clattering sound like a sewing machine.
41	June 12, 2019 2:08AM	fintail	"2800 and 3100 especially had what I call the ""popcorn popper"" exhaust note, too."
42	June 12, 2019 11:43AM	nyccarguy	At the end of March 2017, I purchased my 2015 Infiniti Q40 AWD as a CPO car.  The person who leased it originally drove only 7,468 miles in 2 1/2 years.  I have put significantly more miles on it since then.  
43	June 12, 2019 11:53AM	qbrozen	"Is that the only car you drive?

miles like that is why I have my wife in more than one vehicle."
44	June 12, 2019 11:55AM	au1994	I've driven quite a few of the 3.8 GM engines and while it may be loud and a little rough, it makes good power. My mom had a Cutlass Ciera with it and that would move nicely when driven by a 17 year old.
45	June 12, 2019 11:58AM	tjc78	"I just looked at the miles on the Enclave (it's usually hidden, by miles to empty) and we just crossed 20. Sept is 2 years so pretty much on point with the 12K /yr lease.

The Elantra still hasn't crossed 17K and goes back in November.... guess we should drive that one more.

Wife has been using that for her 10 mile round trip commute to the train. She likes how easy it is to park. So, I have been mostly driving the Enclave. As nice and comfortable as that thing is I just prefer a car."
46	June 12, 2019 12:30PM	ab348	My only experience with the 3800 was in my first-gen Lacrosse and it disappointed me. But I concluded that was due to a faulty transmission they never did get fixed properly and which led me to unload the thing. I based that on the performance of a loaner Lacrosse with the same engine I got one time the dealer was tearing my transmission apart again. The loaner was much more zippy than my car.
47	June 12, 2019 12:46PM	stickguy	"my TLX turns 6 months old (time flies!) next week. Should be sitting right about 4,000 miles by then. The Sonata went back at the end of the 3 year lease with 20.500 on it. The RDX turns 7 in September, and that is still just under 54,000.

we need to get out more!"
48	June 12, 2019 1:58PM	nyccarguy	"@qbrozen

Pretty much. Since I had the clutch replaced last year for a tidy sum (It is almost time for the 2nd timing belt replacement and my tires are shot), I've pretty much kept my Prelude parked. Also I have to park on the street here at work and I know one day it is going to get hit (It is inevitable, like Thanos). I could take my wife's Pilot a few days per week. Besides the miles, the Q40 sucks down 93 at a rate of less than 20 mpg. Gas is expensive in CT and I'm filling up to the tune of about $57 - $60 once a week (ish).

Ideally I'd be looking to get into a 2 year lease of something where they don't kill you if you go over the miles or let you buy the miles in advance at a significant discount. I've toyed in my head to see if it would be financially advantageous to lease 2 cars with 10K per year, but that's way more expensive than leasing a car and paying for the extra miles up front. I'm open to suggestions as always!

Part of the reason I was looking at the Tacoma is due to the fact that I could take out a 12K per year lease in order to take advantage of the high residual value, put down the MSD (which lowers the monthly payment by about $50/month), and then use the MSD to pay for the extra 16,000 miles (plus the disposition fee) I'd drive during the 2 year lease (TFS only charges $.15 per mile if you go over) when I turn it in at the end of the lease.

If I were to take a 15,000 mile per year lease on a car that charges $.25 per mile over, then I would go over my miles (and likely be out of warranty at some point during the lease). It would cost me an extra $3,750 over 3 years (plus tax) or $104.17 per month. On a 2 year/15,000 mile per year lease, I'd only go over my miles by 10,000 which would cost me the same $104.17 per month, but $2,500 total."
49	June 12, 2019 2:40PM	marcogallo1986	 Send man well this government stuff is crazy what they make everyone do. 
50	June 12, 2019 2:41PM	marcogallo1986	 Do you GC not bad because back in November awesome. 
51	June 12, 2019 3:00PM	suydam	But the Tacoma would not help with your gas consumption problem.
52	June 12, 2019 3:03PM	Michaell	"I'm about ready to cross the 16,000 mile threshold in the Jetta. Only two payments left.

Outback has 31,xxx and the MINI 38,xxx"
53	June 12, 2019 3:05PM	28firefighter	@nyccarguy From my perspective, the miles you put on is one small piece of the puzzle. The other piece of this is that you basically live in whatever you drive for hours each day. For better or worse, you need to put a high priority on the things that make a car livable for you for that period of time - performance, comfort, reliability, etc. While it certainly has it's faults, the Q40 seems to check a lot of the right boxes.
54	June 12, 2019 3:09PM	tjc78	I wouldn't mind a Q sedan at all. I know people knock the technology but it's not that bad and certainly can't be worse than my Enclave.
55	June 12, 2019 3:54PM	sda	I think your Intrigue with the 3.5 Shortstar spoiled you. It may not have had the torque down low, but it was smooth, quick and had a nice sound when spurred.
56	June 12, 2019 3:59PM	stickguy	"Bradd, the Honcker deal earlier this year was perfect for you. Fusion hybrid (Titanium or limited, not sure, but all loaded up with goodies). Fantastic mileage, and plenty comfy for commuting.

I forget if it was 24 or 36 months, but I know that for 18,000 miles/year, with basically 1st payment DAS, it came out to be $225ish a month. Heck, the gas savings alone would half pay for it. I would have snapped it up if I hadn't just gotten the TLX, and could have let the princess burn 10K a year on her long commute to keep miles off her car.

that was a deal i have not really seen repeated."
57	June 12, 2019 4:08PM	nyccarguy	I could not agree more!
58	June 12, 2019 4:09PM	andres3	"Not really looking to argue with you - he is a friend and given the pictures from the flatbed I don’t believe he was intentionally putting on a performance. Dealer replaced the O2 sensor and all was well. 

It was bought private party. 

He should tell the sellers it died within 24 hours. They'll breathe a sigh of relief and be more confident they got more than their monies worth!"
59	June 12, 2019 4:11PM	stickguy	selling something like that you just breath a sigh it is gone, regardless of what you got for it.
60	June 12, 2019 4:20PM	au1994	Well the Tacoma V-6 is rated at 19/24 and it runs regular. Wonder what the real world numbers are.
61	June 12, 2019 4:23PM	andres3	"If there's one thing I've learned from being an active participant and reader on a car club social media venue for Audi's, is that Audi owner's will try to find a way to skimp and save a few bucks on their $40-60K value car. This includes maintenance, and getting shoddy Chinese parts, or taking chances on suspect parts. In fact, I think the awesome reputable shop I use make a significant chunk of their revenue from re-fixing others' fixes, including other shops' fixes. Joe Schmoe mechanics often lead to rework at my shop.

I truly wonder how many Audi's have suffered at the hands of either neglect or incompetence. I remember being quoted Multi ATF fluid for my DSG transmission that requires a DSG OIL. The test drive at a Lemon Grove Used Car dealer on the '06 A3 wouldn't surprise me if the transmission had the wrong fluid instead of the right oil."
62	June 12, 2019 4:29PM	nyccarguy	I'll have to drive an X2 to see if I could hack a 24/15K deal on a loaner. Those are intriguing.
63	June 12, 2019 6:24PM	kyfdx	We've never seen over 20, at any time. (but, we have a stick)
64	June 12, 2019 7:09PM	qbrozen	"I know someone who has a 2015 subaru 3.6 Legacy for sale with SUPER low miles! hell, you could drive it at your current pace for the next 4 years before hitting simply ""average"" mileage. ;b"
65	June 12, 2019 7:12PM	mb_enthusiast	What are your strategies for backing out of a used car deal? The car is cool, but I don’t need it. Really don’t, and really don’t want to spend $50k on something this 
66	June 12, 2019 7:13PM	rayainsw	"I had a Pontiac with the 3.4L V6 DOHC motor
and 5 speed manual trans.
- Ray
Not much torque at low RPM, but did rev well."
67	June 12, 2019 7:13PM	28firefighter	Did you already sign the paperwork and take delivery? If so there is no strategy - trade it in or sell it privately and prepare to take a bath.
68	June 12, 2019 7:33PM	nyccarguy	You want to lease it to me for 24 months?
69	June 12, 2019 7:35PM	mb_enthusiast	No, I took it to pre-purchase inspection.
70	June 12, 2019 7:37PM	henryn	Yet another reason to buy the F150 over the Tacoma. I have seen many tanks that come in over 20 mpg.
71	June 12, 2019 7:38PM	tjc78	"My buddy had one of those in an auto.   It was pretty quick for the time.  I used to like driving it. His was all loaded up with HUD, etc 

It was the all too typical for the time hunter green.  I always liked that one better than the later generation he replaced it with. "
72	June 12, 2019 7:44PM	corvette	Tell the seller you’re no longer interested. 
73	June 12, 2019 7:55PM	28firefighter	"Yep - just say it isn't for you after further inspection. Take it back and say ""thanks for your time."""
74	June 12, 2019 7:56PM	mb_enthusiast	The pre-purchase told me not to buy it without even looking at it.
75	June 12, 2019 7:58PM	qbrozen	"Sure!

But the numbers are not favorable. 24mos and 20k miles/yr gives me only 57.5% RV. Even with my bargain $400 acq fee, I get a pre-tax sign-and-drive monthly payment of $423.47 with a .00165 MF. Darn close to a 48-mo finance."
76	June 12, 2019 8:10PM	Michaell	Sigh. Probably won't be sold here.
77	June 12, 2019 8:56PM	xwesx	Ouch. That's reason enough.
78	June 12, 2019 9:17PM	nyccarguy	Do tell. Inquiring minds want to know.
79	June 13, 2019 12:47AM	mb_enthusiast	"Love it. I'm a young one who loves wagons. If I could have only one car, it would be the Mercedes-AMG E63 S wagon. If I got one, it would probably be all I could afford, though. I'm not sure my doggie would do too well in a wagon either.
xwesx said:
show previous quotes
Ouch. That's reason enough.
nyccarguy said:
show previous quotes
Do tell. Inquiring minds want to know.
My very trusted Mercedes-Benz/Euro mechanic thinks the dealer I brought it from is bad news. They're a used luxury dealership. Used luxury dealers are a prolific species in my area—and I've only seen one with good reviews—and this one wasn't it.

It was a 2013 Cayenne GTS with less than 40k miles. It looked suspiciously worn on the interior. Although, I looked at one at a Porsche dealership from 2016 that looked much the same and had about 20k more miles. Do Porsche interiors wear well?

This one was covered in Alcantara, and there were some stains, especially on the driver's door. Less than 40k miles and two owners, the last owner having it repossessed seems shady to me. I've test driven a car that clearly had the miles rolled back. This one raised suspicions too, given the two owners, nearly seven years of age, and registration in two different states 1400 miles apart.

The car drove beautifully and felt so powerful. It still felt big, but it was very confident. My test drive was solo, and I think I get a better feel for cars when given that opportunity. I wasn't impressed when test driving new Cayenne Ss and a Macan S—especially not for $108k and $81k respectively. Porsches lack such basic features for their high price tags. It's unbelievable to me. It's the only German marque available in the U.S. that I haven't owned."
80	June 13, 2019 12:49AM	stickguy	they are big and heavy. And IMO someone that is going to let it get repossessed is also not spending the large sums required for routine and preventive maintenance.
81	June 13, 2019 12:58AM	mb_enthusiast	"Agreed. Also, having connections to financial services and a family background in subprime lending, I know that a lot of people let cars get repossessed when they cannot afford or are unwilling to pay for the repairs and maintenance required. I think many people would be amazed at how common that is.

At the same time, my Phaeton had been repossessed and was in pretty good shape and only had 84k miles by the time I sold it last year."
82	June 13, 2019 2:18AM	mb_enthusiast	This is a good car.
83	June 13, 2019 3:06AM	xwesx	Damn, that's pretty. Makes me scratch my head when you're posting about having affairs.
84	June 13, 2019 3:20AM	nyccarguy	"@mb_enthusiast

That’s your Q8?  Wow!  That’s gorgeous!  Love the color!"
85	June 13, 2019 4:55AM	breld	"As much as we’re all apt to encourage and enable you to purchase another car...that Q8 is awesome.  No harm in just sticking with that for awhile.  Maybe find a cheap “toy” to scratch the buying itch.

And love those wheels!  "
86	June 13, 2019 6:17AM	mb_enthusiast	"@xwesx and @nyccarguy, Yes, she is a good girl. She does not have a name, and she only has 864 miles yet.

Love the Q7, @breld. My dealer has two loaded Q7s, one of them has the rims. Both are hugging the $90k price point, and they've been sitting forever. Someone should try to scoop them up."
87	June 13, 2019 12:52PM	graphicguy	"Put this in the other thread, too.....




I would have thought this would be $10K more than $58K. Wondering how it’s equipped. But, given you could probably negotiate it down to less than $55K, that’s quite appealing."
88	June 13, 2019 1:15PM	nyccarguy	@henryn lives in the hood & I work in the hood.  Here’s what one of the resident Independent Pharmaceutical Sales People drives:
89	June 13, 2019 1:20PM	stickguy	Nice looking. But I’m still fine with the same package in a 330
90	June 13, 2019 1:21PM	stickguy	And only beat the g70 by 1 Doug point. And the genesis is way cheaper.
91	June 13, 2019 1:27PM	fintail	Expect jerky unsignaled movements, leaving every red light at 4K rpm, and general lack of self-awareness from any M4 in that color.
92	June 13, 2019 1:41PM	kyfdx	That's just the DCT transmission at work..
93	June 13, 2019 1:43PM	stickguy	Paid cash for it at least.
94	June 13, 2019 2:24PM	corvette	That spoiler - ugh! 
95	June 13, 2019 2:25PM	pensfan83	I think I posted a link a month or 2 ago of an M4 in that color that the nearby Lincoln dealer had in stock. As of Sunday when I drove by it was still there.
96	June 13, 2019 2:50PM	henryn	"For whatever reason, Challengers are the primary choice here amongst the Sales People.

Camrys, 4 door, dark color, are the car of choice for the gangs. If you see one, duck."
97	June 13, 2019 5:11PM	xwesx	Well, sure... that seems like an obvious choice.
98	June 13, 2019 7:19PM	Sandman6472	"Got a tech question here. How does one clean out all one's info on a MacBook Pro no longer used? There must be a way to wipe it clean so it can be used as a trade in for a new device.
Thanks in advance for any quick way to do this."
99	June 13, 2019 7:22PM	stickguy	"varies by OS, but in settings someplace there should be an option for reset to factory specifications and erase the data. You will know if doing it right because it asks about 5 times ""are you REALLY sure you want to do this??"""
100	June 13, 2019 7:32PM	Sandman6472	"Thanks, will give it a try. This new smaller MacBook Air is really great and so much faster. Weighs only a few ounces compared to my old Mac Pro, so happy we got home early enough on Memorial Day to go purchase it. I picked it up at the store as with so many folks stealing boxes by the front door, wasn't about to take a chance.
But it's such a pleasure to play on this new computer. Am a ral happy guy now!"
101	June 13, 2019 9:09PM	henryn	"https://houston.craigslist.org/cto/d/huntsville-1969-pontiac-gto/6911361098.html



This seems to be entirely too cheap, I suspect something seriously wrong here. $22.9 for a 69 GTO Judge, with a frame off restoration? I think not."
102	June 13, 2019 10:47PM	kyfdx	"Needs advice:

https://forums.edmunds.com/discussion/56511/honda/accord/repair-or-sell-as-is#latest"
103	June 13, 2019 10:48PM	kyfdx	I don't know values... but, the automatic probably knocks off $20K
104	June 14, 2019 4:03AM	qbrozen	So Carvana will not be getting dad’s Legacy. They wrote to me stating I need to transfer the title into my name first. I responded that I already visited the DMV and was instructed NOT to do that because I can sign it myself and hand over my estate surrogate letter. 2 days go by and they finally write back this afternoon “you are correct, but we still want you to transfer the title into your name first.” I promptly replied “then it looks like you won’t be getting the car.”
105	June 14, 2019 4:36AM	Michaell	Do you think you would have the same problem with vroom?
106	June 14, 2019 5:22AM	mb_enthusiast	What year did you get rid of?
107	June 14, 2019 11:00AM	qbrozen	Unknown. But since Vroom takes so long to process, I could not even try until I return from vacation.
108	June 14, 2019 12:00PM	stickguy	"Q, this sounds like a really desirable car with the low miles. Did you bother to shop it locally? Dealer, or other lot? Heck, show them the Carvana quote and ask if they will just match it. I assume they would be a lot more flexible with the paperwork.

I know the local guy I shop at and post links from on occasion does a good business buying clean cars to resell. They have the same set-up as Carvana (minus the tow trucks I assume!) where you fill it out online, and get a quote back (probably not real time though).

https://www.royaleasing.com/trade-my-vehicle.aspx"
109	June 14, 2019 12:08PM	au1994	Yeah, something about the GTO just doesn't smell right. Maybe shifty will pop in with an opinion for us.
110	June 14, 2019 12:54PM	ab348	I agree. The wheels are wrong which makes me wonder. I could not find those pictures anywhere else though, so who knows.
111	June 14, 2019 1:01PM	tjc78	"@stickguy
Guy I work with bought an RX350 from Royal. It's a nice car and really clean"
112	June 14, 2019 1:20PM	stickguy	They are nice and have very clean inventory. I’ve been in a number of times, just the pieces (right car at right time) never came together. From what they sell, should be all over a car like a loaded low mile Sube.
113	June 14, 2019 2:16PM	fintail	GTO has to be a scam. Although CL charging for ads greatly diminished the number of scammers, some pop up here and there.
114	June 14, 2019 2:20PM	carnaught	GTO’s interior is obviously original, with all the discoloration, looking two-tone.
115	June 14, 2019 2:51PM	au1994	"Its just not the right place to sell a PHS documented, numbers matching GTO and if you have those docs, why not highlight them in the ad? I'd have it on Hemmings or a Pontiac specific site.

If it is real, the seller may be in distress and just needs the cash."
116	June 14, 2019 3:36PM	qbrozen	"thanks. i submitted it.


edit: and got automated response ""please call us."" SIGH"
117	June 14, 2019 3:44PM	stickguy	well, only the big conglomerates like Carvana will do it online. And then make you jump through all the hoops. Probably a 5 minute call and you will have an answer. Quicker than driving all the way to Carmax or Carsense.
118	June 14, 2019 3:53PM	henryn	Carmax eats up a solid 2 hours of my time, driving there and back and waiting for them to inspect. A few years ago, it was worth it. These days, their offers tend to be too low.
119	June 14, 2019 3:58PM	Michaell	"CarMax seems to be in the middle.

Carvana and Vroom both offered $21K or higher for the Outback recently. CarMax offered $19,500, and the Subaru dealers keep telling me to trade it in, at a guaranteed value of $18,600.

It helps that I have a CarMax less than 10 minutes from me. About 30 minutes for the inspection and quote."
120	June 14, 2019 4:06PM	andres3	Carmax likes cars deemed to be ultra reliable by the buying public. They love Civics and Corollas, they don't much care for Audi's, and I think that would go for domestic iron as well.
121	June 14, 2019 4:18PM	stickguy	Carmax also ponies up for real low miles. so a Sube with 10K on it should be desirable. But with them, you never know.
122	June 14, 2019 4:19PM	suydam	@Sandman6472, Apple has instructions on their website on how to do this. Follow the instructions as though you were doing a trade in through their program. Or just use their trade in program. It’s a pretty decent one. That’s what I did with my old MacBook. They send you the box and label to ship it off and then send you a check once they inspect it.
123	June 14, 2019 5:42PM	kyfdx	"Carvana had three guys doing a promotional/outreach gig at my local coffee shop. Had an interesting chat.
Said that they buy a lot of cars from Enterprise (!). Also, they are the same company as DriveTime. Which is a mostly sub-prime financing used car lot."
124	June 14, 2019 5:43PM	Michaell	Oh, wow. Drive Time runs lots of annoying commercials on TV here in Denver.
125	June 14, 2019 5:51PM	stickguy	Drive time skeeves me out. Good thing I only sold to carvana, not buy. Though I enterprise explains why many of their units seem rental spec.
126	June 14, 2019 6:02PM	xwesx	"I finally had my appointment to detail the inside of the Focus. Another purchase that required ""dedogification."" Cars make very expensive dog houses, IMO.

Anyhow, I took a moment to snap some photos, as is customary for purchases on this board. I know you were all waiting with bated breath, right?!

Without further ado:"
127	June 14, 2019 6:06PM	stickguy	Looks ok for a beater. As long as it was cheap!
128	June 14, 2019 6:06PM	xwesx	"This, however, is my daily driver:



I'm up to 400 miles now, and managed to ride ten out of ten commutes with it this week. Well, assuming I did not just jinx myself for the ride home tonight.

I had my first flat tire on Wednesday, but was able to get it back to running with supplies on hand. I'm somewhat surprised that I made it as long as I did (about 350 miles); bike flats are as annoying as they are inevitable."
129	June 14, 2019 6:08PM	stickguy	How many miles is your commute?
130	June 14, 2019 6:10PM	xwesx	"25/day, 12.5 one-way. There are five significant hills, with overall elevation loss in the mornings, and gain on the way home at night. I tend to burn about 15% of the battery on my way to work, but use upwards of 50% more on the way home. I don't dally with it, though, so I use full assist on the hills to keep as much momentum as possible.

It's a great workout, though not debilitating like it was with my last bike (which was very similar to this, but without the electric assist). The total ride takes about 40 minutes each way (compared to about 25 minutes by car)."
131	June 14, 2019 6:16PM	roadburner	The exhaust tips aren't correct either.
132	June 14, 2019 6:18PM	roadburner	"@nyccarguy
Autoweek Tacoma Review"
133	June 14, 2019 6:19PM	qbrozen	"ugh. Autotrader's cash offer program is HORRIBLE. After you enter all your info, it spits out a number. You have no chance to say yes/no/maybe. My email and phone instantly blew up with ""we wanna buy your car"" BS. I've been telling each one individually that the cash offer is not going to cut it, at $1700 under carvana."
134	June 14, 2019 6:20PM	qbrozen	"Oh, by the way, Royal Leasing sent a followup email.

$17000. WHEN CAN YOU COME GET YOUR CHECK?


wow. just wow."
135	June 14, 2019 6:20PM	kyfdx	It's hard to drink your coffee on the way to work, riding a bike, though.
136	June 14, 2019 6:22PM	stickguy	"Have you tried just listing it private sale? And worth at least calling royal. I promise they are nice people!

If I needed a car now I would snap it up. But my timing always stinks."
137	June 14, 2019 6:23PM	stickguy	Can also just drive to carmax and take what they offer.
138	June 14, 2019 6:30PM	sda	"A few years ago, it was worth it. These days, their offers tend to be too low.

I've sold 3 cars to CarMax in the past. A 98 Cadillac Catera, that I loved and hated bought used 1 year old (13 times to the shop in less than a year), 99 Passat GLS (wife's, leased an Odyssey when we were dragging all of our infant daughter's stuff around), 2000 Olds Intrigue GL (bought a clean 01 Aurora 4.0). The prices they gave me were better than what I was being offered at the dealerships. You're right, their current offers to purchase are too low."
